id_area;id_programa;ies;nome_programa;inicio_mestrado;inicio_doutorado;conceito_recomendado;id_instituicao
16;25001019043P1;UFPE;NEUROPSIQUIATRIA E CIÃŠNCIAS DO COMPORTAMENTO;1994;2006;4;
16;31001017084P7;UFRJ;NUTRIÃ‡ÃƒO;1985;2006;4;
16;15001016015P0;UFPA;DOENÃ‡AS TROPICAIS;1994;2007;4;
16;33115010001P8;CIP;CIÃŠNCIAS;2000;2000;4;
16;31021018006P0;UNIRIO;NEUROLOGIA;2004;;4;
16;32002017024P3;UFV;CIÃŠNCIA DA NUTRIÃ‡ÃƒO;2001;;4;
16;53001010049P2;UNB;NUTRIÃ‡ÃƒO HUMANA;2000;;4;
16;33004064065P4;UNESP/BOT;DOENÃ‡AS TROPICAIS;1992;1992;4;
16;40004015021P0;UEM;CIÃŠNCIAS DA SAÃšDE;2003;;4;
16;42004012012P6;FURG;CIÃŠNCIAS DA SAÃšDE;2004;;4;
16;31003010025P7;UFF;MEDICINA (NEUROLOGIA);1989;1994;4;
16;33002010065P4;USP;MEDICINA (HEMATOLOGIA);1975;1975;4;
16;28001010047P9;UFBA;ALIMENTOS, NUTRIÃ‡ÃƒO E SAÃšDE;2005;;4;
16;31003010017P4;UFF;PATOLOGIA;1980;1984;3;
16;22001018019P5;UFC;PATOLOGIA;1991;;3;
16;12008010001P9;UEA;MEDICINA TROPICAL;2002;2006;3;
16;20001010014P8;UFMA;SAÃšDE MATERNO-INFANTIL;2005;;3;
16;33076014003P7;UNISA;SAÃšDE MATERNO INFANTIL;1999;;3;
16;41001010049P9;UFSC;NUTRIÃ‡ÃƒO;2002;;3;
16;24001015041P6;UFPB/J.P.;CIÃŠNCIAS DA NUTRIÃ‡ÃƒO;1995;;3;
16;26001012023P3;UFAL;CIÃŠNCIAS DA SAÃšDE;2006;;3;
16;26001012020P4;UFAL;NUTRIÃ‡ÃƒO;2005;;3;
16;12001015010P0;UFAM;PATOLOGIA TROPICAL;1995;;3;
16;31003010012P2;UFF;SAÃšDE DA CRIANÃ‡A E DO ADOLESCENTE;1982;;2;
16;33019010006P4;FCMSCSP;MEDICINA (PEDIATRIA);1991;1991;2;
16;25001019022P4;UFPE;PATOLOGIA;1973;;2;
17;33009015024P0;UNIFESP;MEDICINA (OFTALMOLOGIA);1980;1980;7;
